0.192873418,5.866666667,2.111316923,1.443333333
2.021494622,5.866666667,2.494829936,1.25
3.765133226,6.133333333,1.223100863,1.246666667
6.702657457,6.133333333,2.191280745,1.016666667
4.51060038,5.833333333,2.060358234,0.996666667
2.383883383,5.7,3.386316662,1.003333333
3.049106902,5.6,3.191337982,1.01
3.496186714,5.433333333,2.719145373,1.433333333
3.358505903,5.433333333,2.865095991,1.95
4.352082618,5.3,3.589053671,2.47
2.176131347,5.1,2.753853321,2.943333333
3.25138037,4.966666667,3.771007264,3.46
2.207003508,4.966666667,3.109131162,3.98
4.824850103,4.733333333,2.999891027,4.456666667
1.242421368,4.633333333,3.294820612,4.906666667
0.349856359,4.633333333,2.764298597,5.246666667
3.11210372,4.433333333,1.433603144,5.246666667
0.261002192,4.5,4.419244751,5.256666667
3.070116065,4.5,2.29021253,5.25
2.685619079,4.666666667,1.318648656,5.073333333
1.457514941,4.8,1.69837733,4.496666667
-2.695125886,5,2.235746104,3.176666667
1.97749391,5.333333333,1.754575389,2.086666667
-1.985442777,6,2.719933919,1.94
-8.698442557,6.866666667,0.778319637,0.506666667
-5.598348375,8.266666667,0.992764938,0.183333333
-0.422625511,9.3,-0.624193627,0.18
1.269649869,9.633333333,-0.032036201,0.156666667
3.80604768,9.933333333,1.183633937,0.12
1.57653268,9.8,1.315475952,0.133333333
3.827613648,9.633333333,1.838389982,0.193333333
2.739973223,9.5,1.818149017,0.186666667
2.768957915,9.566666667,2.029702457,0.186666667
-1.298980233,9.033333333,1.589805423,0.156666667
3.137851127,9.066666667,2.609831148,0.093333333
1.353835803,9,2.427006357,0.083333333
4.751806179,8.633333333,0.50522344,0.073333333
3.642223141,8.233333333,1.976186028,0.103333333
1.197200409,8.2,1.741237974,0.153333333
2.747021575,8.033333333,2.261829193,0.143333333
0.145280822,7.833333333,1.11856366,0.16
1.139201484,7.7,1.338160523,0.143333333
2.449602033,7.5,0.644799559,0.116666667
4.052698227,7.233333333,1.954431889,0.083333333
2.590538772,6.966666667,1.549229194,0.086666667
